study_time,practice_count,homework_rate,quiz_score,participation,真实值,预测值,学习水平,主要问题,推荐路径
6.787289189321664,2,0.6504313385277597,72.60956757652184,0.6438061171411793,1.0,1.0,优秀拔高,练习不足,增加每日练习 + 基础巩固 + 课后跟学
8.717405856038457,2,0.8353528033579882,65.96787599879073,0.9261553231993884,1.0,1.0,优秀拔高,练习不足,增加每日练习 + 基础巩固 + 课后跟学
5.552127972238487,16,0.867498427910978,59.50477358910019,0.3500344810792278,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
0.6748188828918278,39,0.7825612761611312,91.01110774621044,0.1202855390469544,1.0,0.9714090784153814,优秀拔高,课堂参与较弱、学习时长不足,提升课堂参与 + 互动式学习 + 重点知识回顾
6.740734551052628,8,0.8144421743474122,87.88897023983134,0.0778221603820167,1.0,1.0,优秀拔高,课堂参与较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
0.8216884792359891,30,0.8604382404281739,85.00752910950965,0.3544198119481158,1.0,0.9588371523969056,优秀拔高,课堂参与较弱、学习时长不足,提升课堂参与 + 互动式学习 + 重点知识回顾
4.319930453875536,7,0.5992971128302731,83.71114240410331,0.9985648425944949,1.0,1.0,优秀拔高,作业完成较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
6.714532587337475,6,0.7996813515983718,62.51317183337305,0.3292497862014953,1.0,1.0,优秀拔高,课堂参与较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
8.524715979835147,42,0.8088518142891828,99.42045538552829,0.5629645301304071,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
5.6930511805057264,14,0.8517806296037043,98.68555891781158,0.9453654576860998,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
6.55953871848279,43,0.7878349862331774,69.4392952752389,0.6326265322570782,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
3.722963690271844,48,0.3307726149223632,92.25543507375092,0.973571605962634,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
4.738473016787842,21,0.4126030850417227,98.80476190808363,0.3565483432317403,1.0,0.9989538860966556,优秀拔高,作业完成较弱、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
6.4653251823816635,3,0.8231117794277515,66.33302088671854,0.4060208932856136,1.0,1.0,优秀拔高,课堂参与较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
7.986413367877917,30,0.8766080708617404,43.20004783129506,0.2420529463495858,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
2.480569927082171,2,0.8516737872043822,88.08529260628661,0.6684808815358441,1.0,0.997833671144598,优秀拔高,练习不足、学习时长不足,增加每日练习 + 基础巩固 + 课后跟学
1.4738085112647723,3,0.3834898056844623,58.48975469196274,0.0927522881733969,0.5807570374504136,0.8460926037632116,优秀拔高,作业完成较弱、课堂参与较弱、练习不足、学习时长不足,增加每日练习 + 基础巩固 + 课后跟学
7.176477062152761,14,0.4648292430210953,68.92075219892288,0.3754230595364672,1.0,1.0,优秀拔高,作业完成较弱、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
7.621148984307103,35,0.4024656335467766,82.54444741067722,0.0352161650379226,1.0,1.0,优秀拔高,作业完成较弱、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
1.26317685562099,12,0.8934283989805525,63.57465934722766,0.7081048126645675,0.8065833297301767,0.8816492168314163,优秀拔高,学习时长不足,增加有效学习时间 + 规律学习 + 任务驱动
2.7413367775352726,37,0.8450717462531728,81.3590664920565,0.3243914170242532,1.0,0.9999004007317525,优秀拔高,课堂参与较弱、学习时长不足,提升课堂参与 + 互动式学习 + 重点知识回顾
7.335452275846942,27,0.6859867777059658,71.14611858892202,0.8695694970862677,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
7.214292561428125,7,0.8443465999552163,96.98605011541844,0.390790705264222,1.0,1.0,优秀拔高,课堂参与较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
8.793333210198984,4,0.5279658363663259,77.40925161872465,0.3495716519041587,1.0,1.0,优秀拔高,作业完成较弱、课堂参与较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
9.75966126752368,47,0.5192257862242867,46.15618610732545,0.709665607589958,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
8.786353678986217,33,0.8802772887917938,90.62671182289644,0.165608308520762,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
7.322250269389908,27,0.5112344303157196,61.9861089630468,0.6497098701718433,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
6.571627876285648,33,0.472643750097879,82.21279016187047,0.5759848404357668,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
7.543774639593944,14,0.7610404999849182,99.92831212793934,0.1837858725188172,1.0,0.9979077721933111,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
6.621605143095341,14,0.6455633343732226,88.81244305613004,0.5800070393473302,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
6.861431092055107,7,0.4914577277222612,54.23992025858466,0.173972137287983,1.0,1.0,优秀拔高,作业完成较弱、课堂参与较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
0.8018491923938431,11,0.3378890692692231,98.81995287683854,0.4788035841122143,0.6881218735521881,0.6951412149830614,优秀拔高,作业完成较弱、课堂参与较弱、学习时长不足,提升课堂参与 + 互动式学习 + 重点知识回顾
3.835130706022356,41,0.8713806465662678,75.50694599364923,0.2501372123809701,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
8.200020269483332,34,0.8183579978448045,76.45495208972224,0.2177743397990106,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
2.13589190647122,22,0.4352492115404757,73.0695590309001,0.4786643936107214,1.0,0.9958642023698158,优秀拔高,作业完成较弱、课堂参与较弱、学习时长不足,提升课堂参与 + 互动式学习 + 重点知识回顾
5.6127236250019665,44,0.649941937103119,67.94439486532859,0.3247677778671698,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
8.258990429711082,25,0.6025024616415975,73.05717234098374,0.7523459414395587,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
9.054142498052796,23,0.8282339912458926,50.343793563989976,0.1763884707709028,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
0.2939207362201612,15,0.7253274916367508,70.26521871611976,0.8519219055500932,0.7044070206564159,0.7470828870443756,优秀拔高,学习时长不足,增加有效学习时间 + 规律学习 + 任务驱动
8.326551317838103,23,0.4468294224913744,67.11077005525466,0.9345808633471636,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
8.627243969856659,16,0.9146987285602044,83.22281195727552,0.5065358752486674,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
6.317929314266072,19,0.5700421282876086,42.89210769161773,0.912314129984098,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
5.178144003011741,33,0.9726988489606292,56.78757483219877,0.7426961750407673,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
7.385063306798251,38,0.416397014132757,87.24358413097555,0.8020750974341663,1.0,0.9999399144062141,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
7.333693611934981,47,0.5060356486348535,74.87081233233049,0.5707870305606249,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
7.806982709961488,38,0.336809259329092,76.65833022385539,0.1846594091947824,1.0,1.0,优秀拔高,作业完成较弱、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
8.906553870804991,42,0.8406676016109019,43.86575013482462,0.1459667270547475,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
3.132050208398711,15,0.5992714083400934,52.9132552282703,0.7734257410349731,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
2.405693938137532,6,0.5168982495374193,82.37701154995158,0.8556784109410249,1.0,0.9959171099290025,优秀拔高,作业完成较弱、练习不足、学习时长不足,增加每日练习 + 基础巩固 + 课后跟学
8.545341081253746,49,0.9544501003445032,92.98847127333114,0.0050734822096968,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
3.0106862076416108,8,0.5048843364944968,59.77793443232843,0.6970280487008446,1.0,1.0,优秀拔高,作业完成较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
8.026181145096503,25,0.4458308210523239,55.25796482637817,0.9475927722114283,1.0,1.0,优秀拔高,作业完成较弱,保持优势 + 拓展训练 + 能力提升
1.7899310595018805,1,0.7491540303812495,76.29147726940695,0.910938962469812,0.8617553628464836,0.917882117233402,优秀拔高,练习不足、学习时长不足,增加每日练习 + 基础巩固 + 课后跟学
4.172572344628316,3,0.3479519336523177,64.89606587288135,0.5260681039618189,1.0,1.0,优秀拔高,作业完成较弱、练习不足,增加每日练习 + 基础巩固 + 课后跟学
1.3894715672839877,32,0.640604704115788,81.58251655936091,0.4072550844742986,1.0,0.9962351894845254,优秀拔高,课堂参与较弱、学习时长不足,提升课堂参与 + 互动式学习 + 重点知识回顾
0.8662996124854716,0,0.6362157415014017,63.36562422911597,0.5744440630305705,0.6047315938757658,0.6781455776764664,优秀拔高,练习不足、学习时长不足,增加每日练习 + 基础巩固 + 课后跟学
5.9577569824469725,26,0.5195395100187072,76.40768705628248,0.1620042727213499,1.0,1.0,优秀拔高,作业完成较弱、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
6.368299245545494,32,0.9352504030884156,60.49362966582166,0.9145395909830702,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
5.366899826165451,27,0.9287899743747332,91.33140047782298,0.5791048382486078,1.0,1.0,优秀拔高,整体表现较好,保持优势 + 拓展训练 + 能力提升
5.0355847153574995,15,0.6851369596194656,84.46075975953863,0.2858977833940717,1.0,1.0,优秀拔高,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
