样本编号,study_time,practice_count,homework_rate,quiz_score,participation,真实值,预测值,主要问题,推荐路径
S287,1.90733815922562,20,0.4104724613658427,48.52565176328293,0.1230942656569502,0.1672,0.3019740452380953,学习时长不足、作业完成较弱、基础知识掌握不足、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S120,1.4800567783007623,6,0.9472980300154308,42.348967682299914,0.3832880939143293,0.3284,0.3123125585317462,学习时长不足、练习不足、基础知识掌握不足、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S219,2.8939296211656664,13,0.5676981972430433,45.43377770129426,0.0748504178775212,0.3686,0.3138406610250861,学习时长不足、作业完成较弱、基础知识掌握不足、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S079,4.172572344628316,3,0.3479519336523177,64.89606587288135,0.5260681039618189,0.3155,0.3530147748051786,练习不足、作业完成较弱、基础知识掌握不足,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S025,5.837040163239779,18,0.3679098374460346,61.50404411671309,0.1920064203764183,0.4504,0.36666753871004326,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S034,2.044693943548337,44,0.3667634060748989,63.24805654133049,0.0892468635625587,0.3799,0.36926028522866017,学习时长不足、作业完成较弱、基础知识掌握不足、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S114,7.960027989905386,0,0.3060349642268463,63.24030304671737,0.6841775222721208,0.3082,0.37894637615995097,练习不足、作业完成较弱、基础知识掌握不足,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S058,3.886994990465277,32,0.786820616348468,51.82692097356582,0.1800797828534164,0.4367,0.38281998409090917,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S216,3.7972013793150863,39,0.6686548572888215,57.63043735784161,0.0972718259848611,0.2645,0.3872770958773255,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S238,9.877424486807426,11,0.3557705591838811,67.11133548807592,0.5709471645221539,0.3324,0.3875115471230158,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S290,8.397183453516211,1,0.4657976380782021,45.6388659036631,0.5316816585602189,0.344,0.3981821189900742,练习不足、作业完成较弱、基础知识掌握不足,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S093,7.185010261643131,4,0.3379966340694632,87.01549874875631,0.2295912460489103,0.2865,0.4039009752802752,练习不足、作业完成较弱、课堂参与较弱,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S166,0.186023741507042,12,0.6618604227749979,91.09621225138348,0.8530411602367037,0.4726,0.41105225234487747,学习时长不足、作业完成较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S181,4.833640395659411,1,0.479312445736306,69.92229155563075,0.879822288176357,0.309,0.4178215926912958,练习不足、作业完成较弱、基础知识掌握不足,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S158,1.277222159941922,36,0.7117617771167658,71.39605733268495,0.2645966693459152,0.4634,0.4289355564445477,学习时长不足、作业完成较弱、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S239,6.79030628494809,0,0.3029748009378379,93.37913421922651,0.9996680048161224,0.412,0.4334046138888887,练习不足、作业完成较弱,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S061,0.6383649886041132,42,0.6623023800549929,82.33363203528057,0.735058652034584,0.4039,0.43472886931712096,学习时长不足、作业完成较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S165,7.619742590505619,30,0.6188487967089386,42.82262681965263,0.3013684550187679,0.4922,0.44102926684914245,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S240,4.064036012301968,45,0.7461774404598234,56.55102967571312,0.3329455124080319,0.5916,0.4429391118771753,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S251,6.917569947072923,44,0.6129009801910676,40.23521873938167,0.2094424091669146,0.6273,0.44617222742467794,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S193,0.0503950468755232,25,0.8882334529958862,92.56860644216192,0.2282634529941064,0.4719,0.45010413293650786,学习时长不足、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S197,3.3733619408839024,33,0.5630561610259048,76.46617149228425,0.0190319758672646,0.345,0.4577899820048394,作业完成较弱、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S149,6.773315125824849,38,0.4340104056641171,55.60940048225779,0.4433952547465827,0.5303,0.45929402696055727,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S153,4.074895034537943,19,0.4627695612097483,65.00008510566961,0.7853127641541664,0.4093,0.45974473166195595,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S222,3.227556681252617,10,0.7384781252063283,99.59428930867008,0.5434609782824644,0.51,0.4620069265391982,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S076,8.53114542270778,11,0.657560627878443,58.35217193408609,0.3040029810822654,0.5205,0.46209335482073505,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S267,6.317929314266072,19,0.5700421282876086,42.89210769161773,0.912314129984098,0.5144,0.4696128716716441,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S145,5.223785568046803,16,0.5005536209088388,65.03359747015647,0.7549099857784407,0.5336,0.46965756855523755,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S077,6.787289189321664,2,0.6504313385277597,72.60956757652184,0.6438061171411793,0.4269,0.46997193799868,练习不足、作业完成较弱,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S006,1.281623754189607,33,0.4361734341819397,92.2993908676357,0.2639562128309644,0.5803,0.4764164887949614,学习时长不足、作业完成较弱、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S112,8.026181145096503,25,0.4458308210523239,55.25796482637817,0.9475927722114283,0.5054,0.4775637469613722,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S230,5.242899880734708,22,0.466530935074108,83.61875734917547,0.5619728092651108,0.5388,0.4878100416415935,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S110,1.4824829515675886,23,0.7696829906815572,93.15576155553168,0.4492719224463452,0.4302,0.5009767481152569,学习时长不足、作业完成较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S232,5.746143402658158,49,0.5015526979739993,55.8394864049676,0.5297026858728725,0.4163,0.503391319355499,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S064,7.213209754254364,36,0.4919851776345464,56.9415841879289,0.8685229972508167,0.6598,0.5125302720297268,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S176,4.017808717339833,39,0.5480242079328208,66.06237855771634,0.8868345304432169,0.6971,0.5130274593385153,作业完成较弱、基础知识掌握不足,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S074,2.7413367775352726,37,0.8450717462531728,81.3590664920565,0.3243914170242532,0.61,0.5167362487929964,学习时长不足、课堂参与较弱,增加每日学习时间 + 制定周计划 + 番茄钟学习 + 阶段性复盘
S046,7.090156424220607,46,0.4077297593347322,71.30969806646588,0.604303287540462,0.5464,0.5292211866965694,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S296,5.819086564278203,32,0.4045504292953297,84.1639710812446,0.6538678088943365,0.5903,0.5374228320881062,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S279,7.567918728782126,26,0.7395213243161346,58.26416301240208,0.1719655993494327,0.5276,0.542507848595199,作业完成较弱、基础知识掌握不足、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S026,4.763134735921163,9,0.8968947453710518,96.85667353133884,0.2417544584911708,0.5378,0.5454112749373433,练习不足、课堂参与较弱,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S204,9.347711682470536,25,0.4770552842162586,96.22145816799129,0.9699699688007966,0.5941,0.5492620844110176,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S098,3.433266128619673,29,0.7332006911556019,99.02567820283856,0.5737983140326962,0.5677,0.5497026992681248,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S234,4.819429402337682,27,0.5938295552305686,93.8152329327938,0.560459926803555,0.4951,0.557616170928043,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S183,9.940232591915777,7,0.6800659843344341,96.66606113321792,0.7139814533407807,0.6269,0.5581978437094448,练习不足、作业完成较弱,增加每日练习 + 基础巩固 + 课后跟学 + 阶段性复盘
S047,8.906553870804991,42,0.8406676016109019,43.86575013482462,0.1459667270547475,0.5881,0.5609426669913417,基础知识掌握不足、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾 + 阶段性复盘
S043,5.088309005478942,3,0.9412332569742096,94.90997786379197,0.651292267846536,0.5613,0.5691001327380952,练习不足,增加每日练习 + 基础巩固 + 课后跟学
S010,7.843101321411226,40,0.7746974857093927,99.10468424143274,0.1731473470564649,0.6237,0.6042763667257224,作业完成较弱、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S078,7.543774639593944,14,0.7610404999849182,99.92831212793934,0.1837858725188172,0.6516,0.6092576517892695,作业完成较弱、课堂参与较弱,按时完成作业 + 错题整理 + 及时订正 + 阶段性复盘
S282,6.613366342373937,27,0.8559038297434517,74.59831731898451,0.3808087501147186,0.4921,0.610223591978205,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
S235,8.173950125335127,19,0.747924773040662,86.49294043865515,0.5379148337779673,0.49,0.6144128210688368,作业完成较弱,按时完成作业 + 错题整理 + 及时订正
S212,9.341473081683812,46,0.9053177115294644,47.76432836318036,0.3514774230847353,0.7086,0.6158586914682541,基础知识掌握不足、课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾 + 阶段性复盘
S105,8.200020269483332,34,0.8183579978448045,76.45495208972224,0.2177743397990106,0.6593,0.6450589079085237,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
S298,8.519987253404242,9,0.8412401178087706,90.16756509686525,0.451090600593855,0.6967,0.6684959212821902,练习不足,增加每日练习 + 基础巩固 + 课后跟学
S091,8.232779098878181,13,0.9618409962973604,88.13683286773433,0.4849076154233186,0.5966,0.6693133766835941,整体表现较好,保持优势 + 拓展训练 + 能力提升
S094,8.799369217946593,21,0.8023403626697179,82.80968050720348,0.7124531617312336,0.6163,0.6736511884590872,整体表现较好,保持优势 + 拓展训练 + 能力提升
S250,9.44732964242128,33,0.9758345610724024,78.08406176292155,0.3987772744011688,0.7201,0.711360984431183,课堂参与较弱,提升课堂参与 + 互动式学习 + 重点知识回顾
S227,8.524715979835147,42,0.8088518142891828,99.42045538552829,0.5629645301304071,0.6877,0.7127011332361124,整体表现较好,保持优势 + 拓展训练 + 能力提升
S008,7.529254287760939,48,0.8467535190488267,88.26860395150419,0.6339782660272099,0.6805,0.7201181767384,整体表现较好,保持优势 + 拓展训练 + 能力提升
S018,9.63843022875632,44,0.8910805014983834,91.45764917972808,0.7297360982477452,0.7998,0.7754337379398383,整体表现较好,保持优势 + 拓展训练 + 能力提升
